Date,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
7/19/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,100 Block of FREDERICK ST,-122.4459557,37.76721627
7/19/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",BRYANT ST / 7TH ST,-122.4047493,37.7742801
7/19/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,1100 Block of PAGE ST,-122.4397495,37.77193696
7/19/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/19/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,CENTRAL,UNFOUNDED,100 Block of SACRAMENTO ST,-122.3972137,37.79456387
7/19/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,BUSH ST / POWELL ST,-122.4087875,37.79015782
7/19/2017,OTHER OFFENSES,CONSPIRACY,Wednesday,CENTRAL,"ARREST, BOOKED",2700 Block of LEAVENWORTH ST,-122.4188184,37.80607755
7/19/2017,LARCENY/THEFT,ATTEMPTED GRAND THEFT FROM PERSON,Wednesday,SOUTHERN,NONE,500 Block of MARKET ST,-122.4018331,37.78903977
7/19/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,NORTHERN,NONE,2200 Block of FRANCISCO ST,-122.4422287,37.80106907
7/19/2017,MISSING PERSON,FOUND PERSON,Wednesday,NORTHERN,NONE,300 Block of LINDEN ST,-122.4236023,37.77637974
7/19/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, BOOKED",BRYANT ST / 7TH ST,-122.4047493,37.7742801
7/19/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,0 Block of BAY ST,-122.4064296,37.80656886
7/19/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,1300 Block of COLUMBUS AV,-122.4185371,37.80615159
7/19/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,MINNA ST / NEWMONTGOMERY ST,-122.3999775,37.78701208
7/19/2017,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,PARK,NONE,1400 Block of CLAYTON ST,-122.4453366,37.75844895
7/19/2017,ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294
7/19/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,MISSION,NONE,2400 Block of HARRISON ST,-122.412354,37.75821766
7/19/2017,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Wednesday,CENTRAL,UNFOUNDED,100 Block of SACRAMENTO ST,-122.3972137,37.79456387
7/19/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,NONE,1300 Block of VALLEJO ST,-122.4198943,37.79711516
7/19/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,SOUTHERN,NONE,0 Block of 6TH ST,-122.4095043,37.78152627
7/19/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,SOUTHERN,NONE,1300 Block of MARKET ST,-122.4168189,37.7769362
7/19/2017,VEHICLE THEFT,STOLEN TRUCK,Wednesday,SOUTHERN,NONE,0 Block of CLEMENTINA ST,-122.3953515,37.78736959
7/19/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,TENDERLOIN,NONE,0 Block of 5THSTNORTH ST,-122.4086486,37.78491247
7/19/2017,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED",3RD ST / MARIPOSA ST,-122.388854,37.76432288
7/19/2017,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,BAYVIEW,NONE,200 Block of GIRARD ST,-122.4052696,37.72918112
7/19/2017,NON-CRIMINAL,AIDED CASE,Wednesday,SOUTHERN,NONE,7TH ST / MARKET ST,-122.4125153,37.78047775
7/19/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,CENTRAL,NONE,600 Block of VALLEJO ST,-122.4075622,37.79867813
7/19/2017,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,INGLESIDE,"ARREST, BOOKED",100 Block of DUBLIN ST,-122.426933,37.71773579
7/19/2017,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,INGLESIDE,NONE,0 Block of HARRINGTON ST,-122.4353138,37.72566405
7/19/2017,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Wednesday,INGLESIDE,NONE,800 Block of CRESCENT AV,-122.4139905,37.73480172
7/19/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,JEFFERSON ST / TAYLOR ST,-122.4158057,37.80821201
7/19/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,INGLESIDE,"ARREST, BOOKED",100 Block of DUBLIN ST,-122.426933,37.71773579
7/19/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,NONE,2300 Block of 16TH ST,-122.4095299,37.76571844
7/19/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,CENTRAL,NONE,300 Block of POST ST,-122.4076129,37.7884486
7/19/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,TARAVAL,NONE,600 Block of JOHNMUIR DR,-122.492068,37.71436155
7/19/2017,WARRANTS,ENROUTE TO PAROLE OFFICER,Wednesday,SOUTHERN,"ARREST, BOOKED",700 Block of MINNA ST,-122.4133611,37.77636281
7/19/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
7/19/2017,ASSAULT,BATTERY,Wednesday,INGLESIDE,NONE,600 Block of MONTEREY BL,-122.4500266,37.73144008
7/19/2017,MISSING PERSON,MISSING ADULT,Wednesday,NORTHERN,NONE,300 Block of LINDEN ST,-122.4236023,37.77637974
7/19/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,500 Block of PACIFIC AV,-122.4038886,37.79732708
7/19/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,SOUTHERN,NONE,OTIS ST / GOUGH ST,-122.4203472,37.77176907
7/19/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / BRYANT ST,-122.3880074,37.78710272
7/20/2017,TRESPASS,LODGING WITHOUT PERMISSION,Thursday,MISSION,"ARREST, BOOKED",HARRISON ST / TREAT AV,-122.4131076,37.76544802
7/20/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,NON-CRIMINAL,FOUND PROPERTY,Thursday,MISSION,NONE,18TH ST / CHURCH ST,-122.4283554,37.76125771
7/20/2017,ARSON,ARSON OF A VEHICLE,Thursday,MISSION,NONE,23RD ST / SOUTH VAN NESS AV,-122.4164135,37.75396712
7/20/2017,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Thursday,SOUTHERN,NONE,9TH ST / FOLSOM ST,-122.4116124,37.77376796
7/20/2017,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,INGLESIDE,NONE,400 Block of ELLINGTON AV,-122.447429,37.71158954
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,1700 Block of LYON ST,-122.4453755,37.78696001
7/20/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,INGLESIDE,"ARREST, BOOKED",MISSION ST / EXCELSIOR AV,-122.4336234,37.72623583
7/20/2017,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,BAYVIEW,NONE,3RD ST / KEY AV,-122.3969544,37.71947846
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,SOUTHERN,NONE,100 Block of HARRIET ST,-122.4052113,37.77756837
7/20/2017,WEAPON LAWS,POSS OF LOADED FIREARM,Thursday,BAYVIEW,"ARREST, BOOKED",800 Block of MISSOURI ST,-122.3955654,37.75633027
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,MISSION,NONE,3200 Block of 16TH ST,-122.4243684,37.76482248
7/20/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,NORTHERN,NONE,1400 Block of SUTTER ST,-122.4242301,37.78717856
7/20/2017,SECONDARY CODES,GANG ACTIVITY,Thursday,BAYVIEW,"ARREST, BOOKED",800 Block of MISSOURI ST,-122.3955654,37.75633027
7/20/2017,OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,CENTRAL,NONE,500 Block of MONTGOMERY ST,-122.4030704,37.79398912
7/20/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,TENDERLOIN,NONE,HYDE ST / OFARRELL ST,-122.4162618,37.78537508
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,PARK,"ARREST, BOOKED",500 Block of PARNASSUS AV,-122.4582208,37.7633124
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,INGLESIDE,NONE,0 Block of DUNCAN ST,-122.4210421,37.74639641
7/20/2017,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,TARAVAL,"ARREST, BOOKED",200 Block of ASHTON AV,-122.4621991,37.72244066
7/20/2017,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,TENDERLOIN,NONE,100 Block of HYDE ST,-122.415533,37.7821373
7/20/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,CENTRAL,NONE,COLUMBUS AV / BROADWAY ST,-122.4066697,37.79786417
7/20/2017,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
7/20/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,TARAVAL,NONE,0 Block of EDGEHILL WY,-122.4608667,37.74291561
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Thursday,TARAVAL,NONE,0 Block of HAROLD AV,-122.4530199,37.71948744
7/20/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,INGLESIDE,"ARREST, BOOKED",MISSION ST / EXCELSIOR AV,-122.4336234,37.72623583
7/20/2017,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
7/20/2017,FRAUD,"FALSE PRETENSES, GRAND THEFT",Thursday,NORTHERN,NONE,700 Block of MARINA BL,-122.4464699,37.80517904
7/20/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
7/20/2017,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,TENDERLOIN,NONE,200 Block of ELLIS ST,-122.4103235,37.78512252
7/20/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.4052948,37.78630722
7/20/2017,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,TARAVAL,NONE,0 Block of HOMEWOOD CT,-122.4606937,37.72786686
7/20/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,PARK,"ARREST, BOOKED",500 Block of PARNASSUS AV,-122.4582208,37.7633124
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,200 Block of KANSAS ST,-122.4036312,37.76665815
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,TENDERLOIN,NONE,200 Block of MASON ST,-122.4095237,37.7857603
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,200 Block of KING ST,-122.3931106,37.77731032
7/20/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,3RD ST / KEY AV,-122.3969544,37.71947846
7/20/2017,ASSAULT,BATTERY,Thursday,NORTHERN,NONE,500 Block of LARKIN ST,-122.4173673,37.78286262
7/20/2017,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,INGLESIDE,NONE,3200 Block of MISSION ST,-122.4203949,37.74468822
7/20/2017,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,SOUTHERN,NONE,600 Block of NATOMA ST,-122.4111182,37.77756071
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,TAYLOR ST / NORTHPOINT ST,-122.4154355,37.80634189
7/20/2017,FRAUD,"FALSE PRETENSES, GRAND THEFT",Thursday,SOUTHERN,NONE,200 Block of HARRISON ST,-122.390709,37.78774939
7/20/2017,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,TARAVAL,NONE,0 Block of HAROLD AV,-122.4530199,37.71948744
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,TARAVAL,NONE,IRVING ST / 12TH AV,-122.4695204,37.76389534
7/20/2017,WARRANTS,WARRANT ARREST,Thursday,BAYVIEW,"ARREST, BOOKED",800 Block of MISSOURI ST,-122.3955654,37.75633027
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,SOUTHERN,NONE,LANGTON ST / BRYANT ST,-122.4052887,37.7738566
7/20/2017,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT LEASED PROPERTY",Thursday,PARK,NONE,800 Block of COLE ST,-122.4499818,37.76626433
7/20/2017,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,SOUTHERN,"ARREST, BOOKED",100 Block of 9TH ST,-122.4134733,37.77516335
7/20/2017,ROBBERY,ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON,Thursday,RICHMOND,"ARREST, BOOKED",3600 Block of GEARY BL,-122.4583158,37.78141318
7/20/2017,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Thursday,TARAVAL,NONE,100 Block of BUCARELI DR,-122.4806265,37.71639912
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,0 Block of SOUTHPARK AV,-122.3930926,37.78233597
7/20/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,SOUTHERN,NONE,FOLSOM ST / 6TH ST,-122.405619,37.77850452
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,100 Block of MINNA ST,-122.4006839,37.78638083
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,SOUTHERN,NONE,0 Block of 6TH ST,-122.4100416,37.78195365
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,INGLESIDE,NONE,1400 Block of VISITACION AV,-122.4129577,37.71290985
7/20/2017,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,MISSION,UNFOUNDED,500 Block of DOLORES ST,-122.4260366,37.7594198
7/20/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,BAYVIEW,NONE,5300 Block of 3RD ST,-122.3928997,37.72890407
7/20/2017,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,TARAVAL,NONE,3500 Block of RIVERA ST,-122.5043559,37.74547203
7/20/2017,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,RICHMOND,NONE,1700 Block of LYON ST,-122.4453755,37.78696001
7/20/2017,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,INGLESIDE,NONE,MISSION ST / VALENCIA ST,-122.4200218,37.74539017
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,GRANT AV / JACKSON ST,-122.4066571,37.79602396
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,15TH ST / VALENCIA ST,-122.4220459,37.76653872
7/20/2017,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,BAYVIEW,NONE,QUESADA AV / HAWES ST,-122.3821289,37.72805317
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,BAY ST / STOCKTON ST,-122.4103138,37.80602666
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,GEARY BL / GOUGH ST,-122.4246887,37.78533396
7/20/2017,NON-CRIMINAL,AIDED CASE,Thursday,CENTRAL,NONE,WENTWORTH PL / WASHINGTON ST,-122.4060474,37.79519876
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,12TH ST / HOWARD ST,-122.4169028,37.7717235
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,THE EMBARCADERONORTH ST / GREENWICH ST,-122.398862,37.800781
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,1200 Block of BRODERICK ST,-122.4408068,37.78179187
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,MISSION,NONE,500 Block of GUERRERO ST,-122.4240369,37.76275139
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,800 Block of GEARY ST,-122.4172733,37.78614939
7/20/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,MISSION,NONE,400 Block of TREAT AV,-122.4138816,37.76298576
7/20/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,RICHMOND,"ARREST, BOOKED",ANZA ST / 3RD AV,-122.4609322,37.77923187
7/20/2017,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Thursday,RICHMOND,NONE,400 Block of CLEMENT ST,-122.4639021,37.78301893
7/20/2017,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,BAYVIEW,NONE,1400 Block of SHAFTER AV,-122.3879778,37.72941503
7/20/2017,OTHER OFFENSES,PAROLE VIOLATION,Thursday,TENDERLOIN,"ARREST, BOOKED",500 Block of HYDE ST,-122.4164598,37.78601706
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,700 Block of SACRAMENTO ST,-122.4053965,37.7935249
7/20/2017,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,BAYVIEW,"ARREST, BOOKED",1600 Block of LASALLE AV,-122.389326,37.73679684
7/20/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,BAYVIEW,NONE,200 Block of CAMERON WY,-122.3888088,37.71985742
7/20/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,MISSION,"ARREST, BOOKED",0 Block of JULIAN AV,-122.4210628,37.76738815
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,0 Block of GEARY ST,-122.4042718,37.787808
7/20/2017,ASSAULT,BATTERY OF A POLICE OFFICER,Thursday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.4065391,37.75648641
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,700 Block of CLAY ST,-122.4059732,37.79425019
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,THE EMBARCADERONORTH ST / BAY ST,-122.4055651,37.80661715
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE,0 Block of MINT ST,-122.4074793,37.78236254
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,1000 Block of GILMAN AV,-122.3891364,37.71873248
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,1700 Block of THE EMBARCADERONORTH ST,-122.4107742,37.80843502
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,700 Block of HARRISON ST,-122.3978145,37.78213725
7/20/2017,LARCENY/THEFT,PETTY THEFT BICYCLE,Thursday,MISSION,NONE,400 Block of TREAT AV,-122.4138816,37.76298576
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,1400 Block of WEBSTER ST,-122.4312404,37.78402802
7/20/2017,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,NORTHERN,"ARREST, BOOKED",1100 Block of FILLMORE ST,-122.4321162,37.78003044
7/20/2017,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.4132375,37.78284302
7/20/2017,MISSING PERSON,MISSING ADULT,Thursday,MISSION,NONE,3500 Block of CESAR CHAVEZ ST,-122.4208327,37.74799945
7/20/2017,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Thursday,SOUTHERN,NONE,200 Block of 6TH ST,-122.4063464,37.77916742
7/20/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,TARAVAL,"ARREST, BOOKED",26TH AV / IRVING ST,-122.4846272,37.7632299
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,0 Block of FRANCISCO ST,-122.4061678,37.80564946
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,MISSION,NONE,MARIPOSA ST / ALABAMA ST,-122.4121739,37.76291678
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,GROVE ST / FILLMORE ST,-122.4313845,37.77675846
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,BAYVIEW,NONE,CORTLAND AV / BAY SHORE BL,-122.4069795,37.73956696
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,200 Block of HAIGHT ST,-122.426362,37.77268184
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,RECOVERED VEHICLE,"VEHICLE, RECOVERED, AUTO",Thursday,BAYVIEW,"ARREST, BOOKED",SELBY ST / HUDSON AV,-122.395737,37.74428354
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.3884856,37.78957276
7/20/2017,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,BAYVIEW,"ARREST, BOOKED",SELBY ST / HUDSON AV,-122.395737,37.74428354
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,INGLESIDE,NONE,PARIS ST / GENEVA AV,-122.4394381,37.71567436
7/20/2017,OTHER OFFENSES,PROBATION VIOLATION,Thursday,BAYVIEW,"ARREST, BOOKED",SELBY ST / HUDSON AV,-122.395737,37.74428354
7/20/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,TARAVAL,"ARREST, BOOKED",26TH AV / IRVING ST,-122.4846272,37.7632299
7/20/2017,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,TENDERLOIN,"ARREST, BOOKED",200 Block of GOLDEN GATE AV,-122.4151206,37.78175894
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,INGLESIDE,NONE,900 Block of HURON AV,-122.452639,37.70972752
7/20/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,NORTHERN,NONE,200 Block of HAIGHT ST,-122.426362,37.77268184
7/20/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,700 Block of TENNESSEE ST,-122.3897381,37.76233188
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,CENTRAL,NONE,700 Block of SACRAMENTO ST,-122.4053965,37.7935249
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,INGLESIDE,NONE,3200 Block of MISSION ST,-122.4203949,37.74468822
7/20/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,MISSION,NONE,2500 Block of 24TH ST,-122.4048513,37.7530373
7/20/2017,FRAUD,DEFRAUDING AN INNKEEPER,Thursday,NORTHERN,"ARREST, BOOKED",500 Block of HAYES ST,-122.4253943,37.77651956
7/20/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Thursday,MISSION,NONE,400 Block of TREAT AV,-122.4138816,37.76298576
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922
7/20/2017,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,SOUTHERN,NONE,500 Block of 9TH ST,-122.4077021,37.77069679
7/20/2017,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,NORTHERN,NONE,GEARY ST / VANNESS AV,-122.4213958,37.78568434
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,SOUTHERN,NONE,600 Block of NATOMA ST,-122.4111182,37.77756071
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,100 Block of PINE ST,-122.3991979,37.79238587
7/20/2017,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Thursday,RICHMOND,"ARREST, BOOKED",3600 Block of GEARY BL,-122.4583158,37.78141318
7/20/2017,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,100 Block of 7TH ST,-122.4101114,37.77863205
7/20/2017,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,MISSION,NONE,25TH ST / CASTRO ST,-122.4339295,37.74969519
